Timestamp,Gender,Degree,BusinessMarket,ProgrammingLanguages,BusinessSize,Title,Level,Yoe,YoeBuckets,TotalCompensationEgp,WorkSetting,BusinessFocus,BusinessLine,TotalCompensationEgpBuckets,Industries,IsEgp,CompanyLocation
4/4/2024 2:08:58,Male,No,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Junior,1.5,1-3,"17,000.00",Hybrid,Product-based company,B2B,15-20K,Fintech,EGP,Cairo
4/4/2024 3:36:32,Male,Yes,Global,"Java, Python",A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,4,3-5,"38,750.00",Hybrid,Product-based company,B2B,35-40K,Telecommunications,EGP,Cairo
4/4/2024 4:04:36,Female,No,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,1.5,1-3,"11,000.00",Remote/Egypt,Software House,B2B & B2C lines,10-15K,"Technology, Education, Digitalizations",EGP,Cairo
4/4/2024 4:13:26,Male,Yes,Regional,PHP,A Small and Medium Enterprise,Backend Engineer,Mid-level,4,3-5,"35,000.00",Remote/Egypt,Software House,B2B,35-40K,Technology,EGP,Cairo
4/4/2024 8:09:09,Male,No,,Ruby,A Large Enterprise/Multinational Company,Backend Engineer,Senior,6,5-8,"78,000.00",Remote/Egypt,Software House,B2B & B2C lines,70-80K,"Fintech, Supply Chain, Human Resources Services, Production",EGP,Cairo
4/4/2024 8:20:28,Male,Yes,Regional,Python,A Large Enterprise/Multinational Company,Data Scientist,Mid-level,2.5,1-3,"50,000.00",Remote/Abroad,Corporation,B2B & B2C lines,50-60K,"Telecommunications, Technology",EGP,Cairo
4/4/2024 8:56:16,Male,Yes,Local,"C#, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,1,0-1,"10,000.00",Office,Product-based company,B2B,10-15K,"Manufacturing, Human Resources Services, Erp",EGP,Alexandria
4/4/2024 9:08:06,Male,Yes,,"JavaScript, Python, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Team Lead,11,10-12,"254,270.00",Relocated,Product-based company,B2B & B2C lines,200+,Fintech,Another currency (e.g USD),No site in Egypt
4/4/2024 10:42:24,Male,Yes,Regional,"Java, Kotlin",A Large Enterprise/Multinational Company,Backend Engineer,Senior Staff,10,8-10,"58,500.00",Hybrid,Bank,B2B & B2C lines,50-60K,"Fintech,",EGP,Cairo
4/4/2024 10:47:30,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Junior,2,1-3,"72,750.00",Remote/Abroad,Product-based company,B2B & B2C lines,70-80K,"Fintech, Technology",Another currency (e.g USD),No site in Egypt
4/4/2024 11:36:06,Female,No,Global,Python,A Start-up,Data Engineer,Junior,4,3-5,"18,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,"Technology, Education",EGP,Cairo
4/4/2024 12:27:02,Male,Yes,,"C#, HTML/CSS, X++",A Small and Medium Enterprise,Backend Engineer,Senior,4,3-5,"35,000.00",Hybrid,Product-based company,B2B,35-40K,"Healthcare, Insurance, Automotive, Supply Chain, Telecommunications, Energy, Manufacturing, Technology, Education, Agriculture, Production",EGP,Cairo
4/4/2024 12:45:02,Female,Yes,Regional,Python,A Large Enterprise/Multinational Company,Data Scientist,Junior,0,0-1,"14,000.00",Hybrid,Product-based company,B2B & B2C lines,10-15K,Telecommunications,EGP,Cairo
4/4/2024 14:06:17,Male,No,,,A Start-up,UI/UX Designer/Engineer,Junior,2.5,1-3,"15,520.00",Remote/Abroad,Software House,B2B & B2C lines,15-20K,"Healthcare, Delivery, Production",Another currency (e.g USD),No site in Egypt
4/4/2024 19:07:32,Female,Yes,Regional,,A Small and Medium Enterprise,Product Owner,Mid-level,3,1-3,"24,000.00",Hybrid,Product-based company,B2B,20-25K,"Delivery, Technology",EGP,Cairo
4/4/2024 19:27:58,Male,Yes,,Java,A Small and Medium Enterprise,Backend Engineer,Junior,1,0-1,"10,000.00",Office,Product-based company,B2B,10-15K,Airline business,EGP,Cairo
4/4/2024 19:28:38,Female,No,Global,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,9,8-10,"59,000.00",Remote/Egypt,Product-based company,B2B,50-60K,Technology,EGP,Cairo
4/4/2024 19:37:54,Female,Yes,Global,Python,A Large Enterprise/Multinational Company,Data Scientist,Mid-level,2.5,1-3,"28,200.00",Hybrid,Product-based company,B2B,25-30K,"Telecommunications, Technology, Law, Production",EGP,"Smart Village, Giza"
4/4/2024 19:44:37,Male,No,Local,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,1,0-1,"19,000.00",Hybrid,Software House,B2B,15-20K,Technology,EGP,Cairo
4/4/2024 19:45:41,Male,Yes,,Python,A Start-up,Backend Engineer,Junior,1,0-1,"15,000.00",Hybrid,Software House,B2B & B2C lines,15-20K,ERP,EGP,Cairo
4/4/2024 20:27:19,Male,Yes,,"Java, JavaScript, Python, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,2,1-3,"63,050.00",Remote/Egypt,Product-based company,B2B & B2C lines,60-70K,"Automotive, Technology",Another currency (e.g USD),Cairo
4/4/2024 20:27:56,Male,Yes,,,A Small and Medium Enterprise,CRM Developer,Junior,1,0-1,"5,000.00",Office,Integrated solutions,B2B & B2C lines,5-10K,"Fintech, Healthcare, Insurance, Automotive, Telecommunications, Technology, Education",EGP,Alexandria
4/4/2024 21:16:56,Male,Yes,,"Java, JavaScript",A Start-up,QA / SDET Engineer,Senior,4,3-5,"242,500.00",Remote/Abroad,Product-based company,B2B,200+,Healthcare,Another currency (e.g USD),No site in Egypt
4/4/2024 21:33:09,Male,Yes,,,A Large Enterprise/Multinational Company,Scrum Master,Mid-level,4,3-5,"30,700.00",Hybrid,Telecom Operator,B2B & B2C lines,30-35K,Telecommunications,EGP,Cairo
4/4/2024 21:52:18,Female,Yes,,"C#, Java",A Large Enterprise/Multinational Company,QA / SDET Engineer,Junior,2,1-3,"20,000.00",Hybrid,Product-based company,B2B,20-25K,"Transportation, Telecommunications, Manufacturing, Technology, Human Resources Services, Production",EGP,Cairo
4/4/2024 22:55:01,Male,Yes,,,A Small and Medium Enterprise,QA / SDET Engineer,Junior,1.5,1-3,"9,000.00",Office,Software House,B2B & B2C lines,5-10K,,EGP,Cairo
4/4/2024 23:08:43,Female,Yes,Global,C#,A Large Enterprise/Multinational Company,Backend Engineer,Junior,2,1-3,"38,000.00",Hybrid,Software House,B2B & B2C lines,35-40K,,EGP,Cairo
4/4/2024 23:14:14,Male,Yes,Global,"Python, HTML/CSS",A Large Enterprise/Multinational Company,Backend Engineer,Junior,1,0-1,"28,260.00",Hybrid,Software House,B2B,25-30K,Telecommunications,EGP,Cairo
4/5/2024 0:11:05,Female,Yes,,Java,A Start-up,QA / SDET Engineer,Junior,0,0-1,"8,000.00",Office,Product-based company,B2B & B2C lines,5-10K,Technology,EGP,Cairo
4/5/2024 0:51:21,Male,No,,Java,A Small and Medium Enterprise,QA / SDET Engineer,Junior,2,1-3,"15,500.00",Remote/Egypt,Product-based company,B2B,15-20K,"Fitness & diet app, islamic apps, app for women",EGP,Alexandria
4/5/2024 1:04:05,Male,Yes,Global,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Mid-level,3,1-3,"29,600.00",Hybrid,Product-based company,B2B,25-30K,Telecommunications,EGP,Cairo
4/5/2024 1:08:51,Male,Yes,Global,"C#, Python",A Large Enterprise/Multinational Company,Data Scientist,Mid-level,6,5-8,"55,000.00",Hybrid,Software House,B2B & B2C lines,50-60K,Technology,EGP,Cairo
4/5/2024 1:19:46,Female,Yes,,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,5,3-5,"82,450.00",Hybrid,Software House,B2B & B2C lines,80-100K,Iot,Another currency (e.g USD),Cairo
4/5/2024 2:19:12,Male,No,,,A Small and Medium Enterprise,QA / SDET Engineer,Junior,1,0-1,"8,000.00",Office,Product-based company,B2B,5-10K,Poultry,EGP,Cairo
4/5/2024 2:24:01,Male,Yes,Global,"Java, JavaScript",A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,4,3-5,"36,200.00",Remote/Egypt,Product-based company,B2B,35-40K,Healthcare,EGP,Cairo
4/5/2024 3:34:40,Male,No,,,A Small and Medium Enterprise,QA / SDET Engineer,Junior,1,0-1,"6,500.00",Hybrid,Software House,B2B,5-10K,"Fintech, Healthcare, Delivery",EGP,Tanta
4/5/2024 4:11:14,Male,Yes,,C#,A Small and Medium Enterprise,Backend Engineer,Junior,0.5,0-1,"10,000.00",Office,Software House,B2B,10-15K,Transportation,EGP,Cairo
4/5/2024 4:50:58,Male,Yes,,"Python, Go, C/C++",A Start-up,"R&D Engineer (Computer Vision, NLP, etc.)",Mid-level,2,1-3,"39,333.50",Office,Software House,B2C,35-40K,Technology,Another currency (e.g USD),Cairo
4/5/2024 8:44:10,Male,Yes,Regional,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Staff,7.5,5-8,"101,000.00",Hybrid,Software House,B2B & B2C lines,100-120K,Fintech,EGP,Cairo
4/5/2024 9:43:50,Female,Yes,Local,SQL,A Large Enterprise/Multinational Company,Data Engineer,Junior,3,1-3,"24,000.00",Hybrid,Product-based company,B2B & B2C lines,20-25K,Fintech,EGP,Cairo
4/5/2024 9:56:23,Male,Yes,,"JavaScript, TypeScript",A Large Enterprise/Multinational Company,Frontend Engineer,Senior,5,3-5,"35,100.00",Hybrid,Software House,B2B,35-40K,Fintech,EGP,Cairo
4/5/2024 10:48:59,Male,Yes,Local,Java,A Start-up,Backend Engineer,Mid-level,2,1-3,"35,000.00",Hybrid,Product-based company,B2B,35-40K,Supply Chain,EGP,Cairo
4/5/2024 11:27:16,Male,Yes,,"C#, JavaScript, Python, TypeScript",A Start-up,Backend Engineer,Mid-level,3,1-3,"26,000.00",Office,Product-based company,B2B & B2C lines,25-30K,Technology,EGP,Cairo
4/5/2024 11:55:48,Male,Yes,Regional,"C#, JavaScript, Python, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,3,1-3,"32,000.00",Hybrid,Product-based company,B2B & B2C lines,30-35K,"Delivery, Supply Chain, E commerce",EGP,Cairo
4/5/2024 13:03:50,Male,No,,"C#, JavaScript, Python",A Small and Medium Enterprise,Full-stack Engineer,Junior,1,0-1,"15,000.00",Remote/Egypt,Software House,B2C,15-20K,"Manufacturing, Production",EGP,Alexandria
4/5/2024 14:10:38,Male,Yes,,C#,A Start-up,Backend Engineer,Mid-level,2.5,1-3,"30,000.00",Hybrid,Product-based company,B2B,30-35K,"Technology, Cybersecurity",EGP,Cairo
4/5/2024 15:39:55,Male,No,Global,Java,A Large Enterprise/Multinational Company,Backend Engineer,Junior,1,0-1,"24,000.00",Hybrid,Software House,B2B & B2C lines,20-25K,"Telecommunications, Technology",EGP,Cairo
4/5/2024 16:04:55,Male,Yes,Regional,Non,A Large Enterprise/Multinational Company,QA / SDET Engineer,Mid-level,2,1-3,"28,000.00",Remote/Egypt,Software House,B2C,25-30K,"Healthcare, Insurance, Delivery, Telecommunications, Energy, Technology, Education",EGP,Cairo
4/5/2024 16:13:13,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,1.5,1-3,"15,000.00",Remote/Abroad,Software House,B2B,15-20K,"Fintech, Automotive",EGP,Ksa
4/5/2024 19:14:15,Male,Yes,,"C#, JavaScript",A Small and Medium Enterprise,Full-stack Engineer,Team Lead,15,12-15,"28,800.00",Office,Product-based company,B2B & B2C lines,25-30K,"Healthcare, Automotive, Supply Chain, Manufacturing, Human Resources Services",EGP,Gharbia
4/5/2024 19:32:03,Male,No,,"SPSS , Power bi",A Large Enterprise/Multinational Company,Data Analytics,Senior,3,1-3,"15,000.00",Hybrid,Research consultancy,B2B,15-20K,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Human Resources Services, Law, Agriculture, Production, Aerospace",EGP,Cairo
4/5/2024 21:25:07,Male,Yes,Local,"Java, Python",A Small and Medium Enterprise,QA / SDET Engineer,Junior,1,0-1,"22,000.00",Office,Trading,B2B & B2C lines,20-25K,Fintech,EGP,Cairo
4/5/2024 22:22:59,Male,Yes,,"C#, JavaScript, HTML/CSS",A Start-up,Backend Engineer,Mid-level,3,1-3,"15,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,15-20K,Technology,EGP,Cairo
4/5/2024 23:12:59,Male,Yes,Local,Python,A Start-up,Data Engineer,Junior,1,0-1,"39,400.00",Hybrid,Product-based company,B2C,35-40K,Fintech,EGP,Cairo
4/6/2024 0:40:05,Male,Yes,Global,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,QA / SDET Engineer,Mid-level,2.5,1-3,"22,358.50",Hybrid,Software House,B2B & B2C lines,20-25K,Agriculture,Another currency (e.g USD),Cairo
4/6/2024 1:30:35,Male,Yes,,"C#, TypeScript",A Start-up,Backend Engineer,Senior,7,5-8,"40,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,40-50K,Healthcare,EGP,"We don't really have an office for engineers. Legally, our operating address is Flat6Labs I think, and we have a clinic in Healthcare City for the medical team."
4/6/2024 11:36:39,Male,Yes,,,A Start-up,Scrum Master,Junior,1.5,1-3,"22,000.00",Remote/Egypt,Product-based company,B2B,20-25K,Technology,EGP,Cairo
4/6/2024 12:13:49,Male,Yes,Regional,,A Start-up,Product Manager,Mid-level,4,3-5,"116,400.00",Hybrid,Product-based company,B2B,100-120K,"Technology, Human Resources Services",Another currency (e.g USD),Cairo
4/6/2024 12:14:59,Female,Yes,,,A Small and Medium Enterprise,Product Manager,Mid-level,2,1-3,"35,400.00",Hybrid,Product-based company,B2B,35-40K,"Manufacturing, Technology, Production",EGP,Cairo
4/6/2024 12:19:34,Male,Yes,,Python,A Small and Medium Enterprise,DevOps / SRE / Platform,Junior,1,0-1,"28,000.00",Hybrid,Product-based company,B2C,25-30K,"Automotive, Delivery, Supply Chain, Transportation",EGP,Cairo
4/6/2024 12:49:14,Male,No,,,A Large Enterprise/Multinational Company,Product Owner,Mid-level,2,1-3,"33,500.00",Office,Bank,B2B & B2C lines,30-35K,Fintech,EGP,Cairo
4/6/2024 13:07:54,Male,Yes,Global,"Java, JavaScript, Python, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Systems Architect,Principal,7,5-8,"116,000.00",Hybrid,Software House,B2B,100-120K,"Automotive, Technology",EGP,Cairo
4/6/2024 13:09:09,Male,Yes,,Python,A Small and Medium Enterprise,"R&D Engineer (Computer Vision, NLP, etc.)",Mid-level,4,3-5,"30,000.00",Office,Research Lab,B2C,30-35K,"Healthcare, Technology, Agriculture",EGP,Alexandria
4/6/2024 13:12:29,Female,No,Regional,,A Small and Medium Enterprise,Product Manager,Senior Staff,16,15-20,"58,200.00",Remote/Abroad,Product-based company,B2C,50-60K,Production,Another currency (e.g USD),Cairo
4/6/2024 13:54:41,Male,Yes,Regional,,A Start-up,Engineering Manager,Director,12,10-12,"276,990.00",Hybrid,Product-based company,B2C,200+,Fintech,Another currency (e.g USD),Cairo
4/6/2024 14:42:55,Male,No,Global,,A Large Enterprise/Multinational Company,Data Analytics,Mid-level,2,1-3,"27,000.00",Hybrid,Product-based company,B2B,25-30K,Technology,EGP,Cairo
4/6/2024 15:19:54,Male,Yes,Regional,"Java, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Mobile Development Engineer,Mid-level,4,3-5,"58,200.00",Remote/Abroad,Software House,B2B & B2C lines,50-60K,"Fintech, Automotive, Delivery, Technology, Education, Human Resources Services",Another currency (e.g USD),No site in Egypt
4/6/2024 16:04:04,Female,No,Regional,,A Small and Medium Enterprise,Product Manager,Mid-level,2.5,1-3,"26,062.50",Hybrid,Software House,B2B,25-30K,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Human Resources Services, Law, Production",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Alexandria
4/6/2024 16:17:17,Male,Yes,Local,"PHP, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Mid-level,4,3-5,"25,000.00",Hybrid,Product-based company,B2B & B2C lines,25-30K,"Fintech, Healthcare, Supply Chain, Pharma products",EGP,Cairo
4/6/2024 18:41:56,Male,No,Regional,Python,A Start-up,Data Analytics,Mid-level,3,1-3,"25,953.00",Remote/Egypt,Product-based company,B2B & B2C lines,25-30K,"Supply Chain, Transportation",EGP,Cairo
4/6/2024 22:20:03,Male,Yes,Local,"Go, Scala",A Start-up,Backend Engineer,Mid-level,2,1-3,"40,000.00",Office,Product-based company,B2B & B2C lines,40-50K,Fintech,EGP,Cairo
4/7/2024 0:44:14,Female,No,Global,Swift,A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,5,3-5,"67,700.00",Hybrid,Product-based company,B2C,60-70K,,EGP,Cairo
4/7/2024 6:45:28,Male,Yes,Regional,"Python, Bash script",A Start-up,DevOps / SRE / Platform,Junior,1,0-1,"21,947.00",Remote/Abroad,Software House,B2B,20-25K,"Technology, ERP system",Another currency (e.g USD),Cairo
4/7/2024 7:06:20,Male,No,Regional,"JavaScript, TypeScript",A Start-up,QA / SDET Engineer,Senior,8,5-8,"106,775.00",Hybrid,Product-based company,B2B & B2C lines,100-120K,Insurance,Another currency (e.g USD),Cairo
4/7/2024 9:27:34,Male,No,Global,,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Junior,1,0-1,"23,000.00",Remote/Egypt,Software House,B2B,20-25K,"Fintech, Insurance",EGP,Cairo
4/7/2024 10:06:55,Female,Yes,Global,"Java, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,1,0-1,"24,250.00",Hybrid,Software House,B2B,20-25K,,Another currency (e.g USD),Cairo
4/7/2024 15:45:04,Female,Yes,Regional,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,2,1-3,"15,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,"Delivery, delivery food",EGP,Cairo
4/7/2024 15:48:06,Male,No,,Kotlin,A Start-up,Mobile Development Engineer,Senior,5,3-5,"63,050.00",Remote/Abroad,Product-based company,B2B & B2C lines,60-70K,Automotive,Another currency (e.g USD),No site in Egypt
4/7/2024 18:15:57,Male,Yes,Global,,A Large Enterprise/Multinational Company,Technical Support,Junior,2,1-3,"23,000.00",Hybrid,Product-based company,B2B,20-25K,Technology,EGP,Cairo
4/8/2024 0:16:03,Male,Yes,Global,C#,A Large Enterprise/Multinational Company,Backend Engineer,Junior,0.5,0-1,"9,050.00",Hybrid,Product-based company,B2B & B2C lines,5-10K,Human Resources Services,EGP,Cairo
4/8/2024 4:20:42,Female,Yes,Regional,"C#, Java",A Large Enterprise/Multinational Company,QA / SDET Engineer,Mid-level,3.5,3-5,"16,000.00",Hybrid,Product-based company,B2B,15-20K,Fintech,EGP,Cairo
4/8/2024 7:18:17,Male,Yes,Regional,"Python, C/C++",A Large Enterprise/Multinational Company,"R&D Engineer (Computer Vision, NLP, etc.)",Senior,4,3-5,"134,830.00",Hybrid,Product-based company,B2B,120-140K,"Technology, Production, Construction",Another currency (e.g USD),Cairo
4/8/2024 12:52:42,Male,Yes,Global,,A Small and Medium Enterprise,Technical Support,Junior,1,0-1,"12,500.00",Office,Software House,B2B & B2C lines,10-15K,"Healthcare, Insurance, Delivery, Technology, Human Resources Services, Law, Production",EGP,Cairo
4/8/2024 13:03:20,Female,Yes,Local,Python,A Small and Medium Enterprise,Data Analytics,Junior,1,0-1,"7,000.00",Office,Software House,B2B,5-10K,Telecommunications,EGP,Cairo
4/8/2024 13:03:58,Female,Yes,Global,,A Start-up,UI/UX Designer/Engineer,Junior,1,0-1,"56,244.00",Remote/Abroad,Software House,B2B & B2C lines,50-60K,Technology,Another currency (e.g USD),No site in Egypt
4/8/2024 13:10:50,Male,Yes,Global,,A Small and Medium Enterprise,Engineering Manager,Manager,16,15-20,"186,725.00",Remote/Egypt,Software House,B2B,180-200K,"Healthcare, Technology",Another currency (e.g USD),Cairo
4/8/2024 13:12:20,Male,No,Global,Python,A Start-up,Data Engineer,Mid-level,2,1-3,"97,000.00",Remote/Abroad,Software House,B2B,80-100K,"Fintech, Healthcare, Insurance, Delivery",Another currency (e.g USD),Lebanon
4/8/2024 13:12:49,Male,Yes,Regional,Python,A Large Enterprise/Multinational Company,Data Engineer,Junior,0.5,0-1,"16,000.00",Hybrid,Software House,B2C,15-20K,"Fintech, Insurance",EGP,Cairo
4/8/2024 13:14:38,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,2,1-3,"108,200.00",Remote/Abroad,Product-based company,B2B & B2C lines,100-120K,Technology,Another currency (e.g USD),No site in Egypt
4/8/2024 13:18:17,Male,No,Global,Python,A Large Enterprise/Multinational Company,Data Analytics,Senior,2,1-3,"50,000.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,"Telecommunications, Technology",EGP,Cairo
4/8/2024 13:21:27,Male,Yes,Global,"Java, JavaScript, Ruby, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,2.5,1-3,"72,750.00",Hybrid,Product-based company,B2C,70-80K,Production,Another currency (e.g USD),Cairo
4/8/2024 13:25:49,Female,Yes,Regional,,A Start-up,Product Owner,Senior,4,3-5,"24,000.00",Hybrid,Product-based company,B2B & B2C lines,20-25K,Technology,EGP,Cairo
4/8/2024 13:27:01,Male,Yes,Global,Python,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Mid-level,5,3-5,"38,000.00",Hybrid,Software House,B2C,35-40K,,EGP,Cairo
4/8/2024 13:31:17,Male,Yes,Regional,Bash,A Small and Medium Enterprise,DevOps / SRE / Platform,Junior,0,0-1,"21,000.00",Hybrid,Software House,B2B,20-25K,"Fintech, Telecommunications, Technology",EGP,Cairo
4/8/2024 13:32:19,Male,Yes,Regional,"Java, JavaScript",A Start-up,Backend Engineer,Senior,9,8-10,"70,000.00",Remote/Egypt,Product-based company,B2B,70-80K,"Manufacturing, Technology",EGP,Cairo
4/8/2024 13:33:05,Male,Yes,Regional,"Java, Python",A Large Enterprise/Multinational Company,QA / SDET Engineer,Senior,4,3-5,"56,000.00",Remote/Egypt,Product-based company,B2C,50-60K,,EGP,Cairo
4/8/2024 13:33:11,Female,No,Regional,,A Large Enterprise/Multinational Company,UI/UX Designer/Engineer,Senior,8,5-8,"20,656.00",Relocated,Insurance provider,B2B & B2C lines,20-25K,Insurance,Another currency (e.g USD),No site in Egypt
4/8/2024 13:33:29,Male,Yes,Regional,PHP,A Small and Medium Enterprise,Backend Engineer,Junior,3,1-3,"37,500.00",Hybrid,Product-based company,B2C,35-40K,Technology,EGP,Cairo
4/8/2024 13:36:02,Male,Yes,Regional,JavaScript,A Start-up,QA / SDET Engineer,Mid-level,2,1-3,"19,500.00",Office,Product-based company,B2B,15-20K,Fintech,EGP,Cairo
4/8/2024 13:39:36,Female,Yes,Regional,Java,A Small and Medium Enterprise,QA / SDET Engineer,Junior,2,1-3,"8,500.00",Hybrid,Product-based company,B2B,5-10K,Education,EGP,Cairo
4/8/2024 13:41:35,Male,Yes,Global,,A Large Enterprise/Multinational Company,Product Owner,Senior,6,5-8,"34,500.00",Hybrid,Product-based company,B2B,30-35K,"Telecommunications, Technology",EGP,Cairo
4/8/2024 13:42:26,Male,No,Regional,Python,A Start-up,Backend Engineer,Junior,2,1-3,"20,000.00",Hybrid,Software House,B2B,20-25K,Human Resources Services,EGP,Alexandria
4/8/2024 13:42:35,Male,Yes,Regional,"Kotlin, Dart",A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,5,3-5,"36,763.00",Hybrid,Software House,B2B,35-40K,Insurance,Another currency (e.g USD),Cairo
4/8/2024 13:47:53,Male,Yes,Local,Python,A Large Enterprise/Multinational Company,Data Analytics,Junior,1,0-1,"10,120.00",Office,Product-based company,B2C,10-15K,Retail,EGP,Cairo
4/8/2024 13:48:45,Female,Yes,Regional,"Java, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Junior,1,0-1,"10,000.00",Hybrid,Product-based company,B2B,10-15K,"Healthcare, Education",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/8/2024 13:56:30,Male,Yes,Regional,"JavaScript, ABAP",A Small and Medium Enterprise,Full-stack Engineer,Senior,4.5,3-5,"72,750.00",Remote/Abroad,Product-based company,B2B & B2C lines,70-80K,"Fintech, Supply Chain, Manufacturing, Technology, Production",Another currency (e.g USD),Cairo
4/8/2024 13:56:50,Male,Yes,Local,"PHP, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Junior,2,1-3,"9,367.00",Office,University,B2B & B2C lines,5-10K,Education,EGP,Cairo
4/8/2024 13:57:38,Male,Yes,Global,C,A Large Enterprise/Multinational Company,Embedded Systems Engineer,Staff,5,3-5,"95,000.00",Hybrid,Software House,B2B,80-100K,Automotive,EGP,Cairo
4/8/2024 14:07:22,Female,Yes,Global,JavaScript,A Start-up,Full-stack Engineer,Junior,1,0-1,"10,000.00",Hybrid,Product-based company,B2B & B2C lines,10-15K,Healthcare,EGP,Cairo
4/8/2024 14:12:00,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,Backend Engineer,Senior,4,3-5,"51,000.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,Telecommunications,EGP,Cairo
4/8/2024 14:14:46,Male,Yes,Global,,A Small and Medium Enterprise,Product Owner,Junior,3,1-3,"12,000.00",Hybrid,Product-based company,B2C,10-15K,"Automotive, Technology, Education, Hospitality and tourism",EGP,Cairo
4/8/2024 14:15:00,Male,No,Global,Python,A Large Enterprise/Multinational Company,Data Engineer,Senior,5,3-5,"35,000.00",Remote/Egypt,Product-based company,B2B,35-40K,Telecommunications,EGP,Cairo
4/8/2024 14:15:08,Male,Yes,Regional,TypeScript,A Start-up,Backend Engineer,Junior,0.5,0-1,"18,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,15-20K,Fintech,EGP,Cairo
4/8/2024 14:15:31,Female,Yes,Global,Java,A Large Enterprise/Multinational Company,QA / SDET Engineer,Senior,3,1-3,"42,000.00",Hybrid,Software House,B2B & B2C lines,40-50K,Telecommunications,EGP,Cairo
4/8/2024 14:15:40,Female,Yes,Regional,"C#, Java, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,3,1-3,"20,166.00",Hybrid,Product-based company,B2B & B2C lines,20-25K,"Healthcare, Technology",EGP,Cairo
4/8/2024 14:16:09,Male,Yes,Regional,"Java, Kotlin",A Small and Medium Enterprise,Mobile Development Engineer,Junior,1,0-1,"19,400.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,Logistics,Another currency (e.g USD),Cairo
4/8/2024 14:16:13,Male,Yes,Regional,Python,A Start-up,Data Scientist,Director,7,5-8,"85,000.00",Hybrid,Product-based company,B2B,80-100K,Technology,EGP,Cairo
4/8/2024 14:17:15,Male,Yes,,Kotlin,A Start-up,Mobile Development Engineer,Mid-level,4,3-5,"32,100.00",Office,Product-based company,B2B & B2C lines,30-35K,Fintech,EGP,Cairo
4/8/2024 14:18:51,Male,No,Regional,,A Start-up,Engineering Manager,Manager,10,8-10,"97,000.00",Remote/Abroad,Product-based company,B2C,80-100K,"Fintech, Insurance",Another currency (e.g USD),No site in Egypt
